"causeid","cause.of.death","icd10","orig.coding"
113,"All other diseases (Residual)","L895","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L896","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L897","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L898","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L899","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L900","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L901","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L902","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L903","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L904","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L905","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L906","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L907","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L908","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L909","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L910","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L911","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L912","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L913","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L914","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L915","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L916","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L917","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L918","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L919","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L920","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L921","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L922","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L923","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L924","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L925","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L926","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L927","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L928","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L929","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L930","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L931","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L932","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L933","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L934","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L935","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L936","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L937","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L938","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L939","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L940","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L941","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L942","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L943","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L944","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L945","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L946","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L947","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L948","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L949","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L950","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L951","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L952","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L953","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L954","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L955","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L956","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L957","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L958","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L959","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L960","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L961","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L962","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L963","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L964","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L965","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L966","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L967","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L968","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L969","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L970","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L971","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L972","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L973","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L974","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L975","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L976","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L977","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L978","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L979","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L980","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L981","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L982","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L983","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L984","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L985","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L986","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L987","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L988","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L989","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L990","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L991","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L992","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L993","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L994","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L995","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L996","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L997","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L998","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","L999","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M000","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M001","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M002","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M003","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M004","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M005","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M006","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M007","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M008","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M009","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M010","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M011","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M012","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M013","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M014","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M015","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M016","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M017","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M018","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M019","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M020","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M021","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M022","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M023","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M024","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M025","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M026","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M027","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M028","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M029","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M030","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M031","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M032","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M033","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M034","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M035","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M036","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M037","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M038","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M039","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M040","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M041","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M042","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M043","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M044","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M045","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M046","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M047","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M048","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M049","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M050","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M051","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M052","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M053","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M054","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M055","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M056","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M057","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M058","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M059","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M060","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M061","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M062","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M063","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M064","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M065","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M066","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M067","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M068","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M069","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M070","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M071","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M072","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M073","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M074","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M075","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M076","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M077","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M078","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M079","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M080","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M081","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M082","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M083","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M084","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M085","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M086","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M087","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M088","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M089","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M090","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M091","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M092","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M093","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M094","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M095","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M096","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M097","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M098","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M099","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M100","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M101","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M102","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M103","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M104","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M105","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M106","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M107","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M108","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M109","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M110","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M111","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M112","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M113","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M114","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M115","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M116","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M117","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M118","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M119","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M120","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M121","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M122","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M123","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M124","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M125","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M126","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M127","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M128","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M129","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M130","F01-F99,H00-H57,L00-M99"
113,"All other diseases (Residual)","M131","F01-F99,H00-H57,L00-M99"
