"causeid","cause.of.death","icd10","uploaded"
114,"CDC version of causeid 95 (Residual)","K84",2022-02-02
114,"CDC version of causeid 95 (Residual)","K85",2022-02-02
114,"CDC version of causeid 95 (Residual)","K86",2022-02-02
114,"CDC version of causeid 95 (Residual)","K87",2022-02-02
114,"CDC version of causeid 95 (Residual)","K88",2022-02-02
114,"CDC version of causeid 95 (Residual)","K89",2022-02-02
114,"CDC version of causeid 95 (Residual)","K90",2022-02-02
114,"CDC version of causeid 95 (Residual)","K91",2022-02-02
114,"CDC version of causeid 95 (Residual)","K92",2022-02-02
114,"CDC version of causeid 95 (Residual)","K93",2022-02-02
114,"CDC version of causeid 95 (Residual)","K94",2022-02-02
114,"CDC version of causeid 95 (Residual)","K95",2022-02-02
114,"CDC version of causeid 95 (Residual)","K96",2022-02-02
114,"CDC version of causeid 95 (Residual)","K97",2022-02-02
114,"CDC version of causeid 95 (Residual)","K98",2022-02-02
114,"CDC version of causeid 95 (Residual)","K99",2022-02-02
114,"CDC version of causeid 95 (Residual)","L00",2022-02-02
114,"CDC version of causeid 95 (Residual)","L01",2022-02-02
114,"CDC version of causeid 95 (Residual)","L02",2022-02-02
114,"CDC version of causeid 95 (Residual)","L03",2022-02-02
114,"CDC version of causeid 95 (Residual)","L04",2022-02-02
114,"CDC version of causeid 95 (Residual)","L05",2022-02-02
114,"CDC version of causeid 95 (Residual)","L06",2022-02-02
114,"CDC version of causeid 95 (Residual)","L07",2022-02-02
114,"CDC version of causeid 95 (Residual)","L08",2022-02-02
114,"CDC version of causeid 95 (Residual)","L09",2022-02-02
114,"CDC version of causeid 95 (Residual)","L10",2022-02-02
114,"CDC version of causeid 95 (Residual)","L11",2022-02-02
114,"CDC version of causeid 95 (Residual)","L12",2022-02-02
114,"CDC version of causeid 95 (Residual)","L13",2022-02-02
114,"CDC version of causeid 95 (Residual)","L14",2022-02-02
114,"CDC version of causeid 95 (Residual)","L15",2022-02-02
114,"CDC version of causeid 95 (Residual)","L16",2022-02-02
114,"CDC version of causeid 95 (Residual)","L17",2022-02-02
114,"CDC version of causeid 95 (Residual)","L18",2022-02-02
114,"CDC version of causeid 95 (Residual)","L19",2022-02-02
114,"CDC version of causeid 95 (Residual)","L20",2022-02-02
114,"CDC version of causeid 95 (Residual)","L21",2022-02-02
114,"CDC version of causeid 95 (Residual)","L22",2022-02-02
114,"CDC version of causeid 95 (Residual)","L23",2022-02-02
114,"CDC version of causeid 95 (Residual)","L24",2022-02-02
114,"CDC version of causeid 95 (Residual)","L25",2022-02-02
114,"CDC version of causeid 95 (Residual)","L26",2022-02-02
114,"CDC version of causeid 95 (Residual)","L27",2022-02-02
114,"CDC version of causeid 95 (Residual)","L28",2022-02-02
114,"CDC version of causeid 95 (Residual)","L29",2022-02-02
114,"CDC version of causeid 95 (Residual)","L30",2022-02-02
114,"CDC version of causeid 95 (Residual)","L31",2022-02-02
114,"CDC version of causeid 95 (Residual)","L32",2022-02-02
114,"CDC version of causeid 95 (Residual)","L33",2022-02-02
114,"CDC version of causeid 95 (Residual)","L34",2022-02-02
114,"CDC version of causeid 95 (Residual)","L35",2022-02-02
114,"CDC version of causeid 95 (Residual)","L36",2022-02-02
114,"CDC version of causeid 95 (Residual)","L37",2022-02-02
114,"CDC version of causeid 95 (Residual)","L38",2022-02-02
114,"CDC version of causeid 95 (Residual)","L39",2022-02-02
114,"CDC version of causeid 95 (Residual)","L40",2022-02-02
114,"CDC version of causeid 95 (Residual)","L41",2022-02-02
114,"CDC version of causeid 95 (Residual)","L42",2022-02-02
114,"CDC version of causeid 95 (Residual)","L43",2022-02-02
114,"CDC version of causeid 95 (Residual)","L44",2022-02-02
114,"CDC version of causeid 95 (Residual)","L45",2022-02-02
114,"CDC version of causeid 95 (Residual)","L46",2022-02-02
114,"CDC version of causeid 95 (Residual)","L47",2022-02-02
114,"CDC version of causeid 95 (Residual)","L48",2022-02-02
114,"CDC version of causeid 95 (Residual)","L49",2022-02-02
114,"CDC version of causeid 95 (Residual)","L50",2022-02-02
114,"CDC version of causeid 95 (Residual)","L51",2022-02-02
114,"CDC version of causeid 95 (Residual)","L52",2022-02-02
114,"CDC version of causeid 95 (Residual)","L53",2022-02-02
114,"CDC version of causeid 95 (Residual)","L54",2022-02-02
114,"CDC version of causeid 95 (Residual)","L55",2022-02-02
114,"CDC version of causeid 95 (Residual)","L56",2022-02-02
114,"CDC version of causeid 95 (Residual)","L57",2022-02-02
114,"CDC version of causeid 95 (Residual)","L58",2022-02-02
114,"CDC version of causeid 95 (Residual)","L59",2022-02-02
114,"CDC version of causeid 95 (Residual)","L60",2022-02-02
114,"CDC version of causeid 95 (Residual)","L61",2022-02-02
114,"CDC version of causeid 95 (Residual)","L62",2022-02-02
114,"CDC version of causeid 95 (Residual)","L63",2022-02-02
114,"CDC version of causeid 95 (Residual)","L64",2022-02-02
114,"CDC version of causeid 95 (Residual)","L65",2022-02-02
114,"CDC version of causeid 95 (Residual)","L66",2022-02-02
114,"CDC version of causeid 95 (Residual)","L67",2022-02-02
114,"CDC version of causeid 95 (Residual)","L68",2022-02-02
114,"CDC version of causeid 95 (Residual)","L69",2022-02-02
114,"CDC version of causeid 95 (Residual)","L70",2022-02-02
114,"CDC version of causeid 95 (Residual)","L71",2022-02-02
114,"CDC version of causeid 95 (Residual)","L72",2022-02-02
114,"CDC version of causeid 95 (Residual)","L73",2022-02-02
114,"CDC version of causeid 95 (Residual)","L74",2022-02-02
114,"CDC version of causeid 95 (Residual)","L75",2022-02-02
114,"CDC version of causeid 95 (Residual)","L76",2022-02-02
114,"CDC version of causeid 95 (Residual)","L77",2022-02-02
114,"CDC version of causeid 95 (Residual)","L78",2022-02-02
114,"CDC version of causeid 95 (Residual)","L79",2022-02-02
114,"CDC version of causeid 95 (Residual)","L80",2022-02-02
114,"CDC version of causeid 95 (Residual)","L81",2022-02-02
114,"CDC version of causeid 95 (Residual)","L82",2022-02-02
114,"CDC version of causeid 95 (Residual)","L83",2022-02-02
114,"CDC version of causeid 95 (Residual)","L84",2022-02-02
114,"CDC version of causeid 95 (Residual)","L85",2022-02-02
114,"CDC version of causeid 95 (Residual)","L86",2022-02-02
114,"CDC version of causeid 95 (Residual)","L87",2022-02-02
114,"CDC version of causeid 95 (Residual)","L88",2022-02-02
114,"CDC version of causeid 95 (Residual)","L89",2022-02-02
114,"CDC version of causeid 95 (Residual)","L90",2022-02-02
114,"CDC version of causeid 95 (Residual)","L91",2022-02-02
114,"CDC version of causeid 95 (Residual)","L92",2022-02-02
114,"CDC version of causeid 95 (Residual)","L93",2022-02-02
114,"CDC version of causeid 95 (Residual)","L94",2022-02-02
114,"CDC version of causeid 95 (Residual)","L95",2022-02-02
114,"CDC version of causeid 95 (Residual)","L96",2022-02-02
114,"CDC version of causeid 95 (Residual)","L97",2022-02-02
114,"CDC version of causeid 95 (Residual)","L98",2022-02-02
114,"CDC version of causeid 95 (Residual)","L99",2022-02-02
114,"CDC version of causeid 95 (Residual)","M00",2022-02-02
114,"CDC version of causeid 95 (Residual)","M01",2022-02-02
114,"CDC version of causeid 95 (Residual)","M02",2022-02-02
114,"CDC version of causeid 95 (Residual)","M03",2022-02-02
114,"CDC version of causeid 95 (Residual)","M04",2022-02-02
114,"CDC version of causeid 95 (Residual)","M05",2022-02-02
114,"CDC version of causeid 95 (Residual)","M06",2022-02-02
114,"CDC version of causeid 95 (Residual)","M07",2022-02-02
114,"CDC version of causeid 95 (Residual)","M08",2022-02-02
114,"CDC version of causeid 95 (Residual)","M09",2022-02-02
114,"CDC version of causeid 95 (Residual)","M10",2022-02-02
114,"CDC version of causeid 95 (Residual)","M11",2022-02-02
114,"CDC version of causeid 95 (Residual)","M12",2022-02-02
114,"CDC version of causeid 95 (Residual)","M13",2022-02-02
114,"CDC version of causeid 95 (Residual)","M14",2022-02-02
114,"CDC version of causeid 95 (Residual)","M15",2022-02-02
114,"CDC version of causeid 95 (Residual)","M16",2022-02-02
114,"CDC version of causeid 95 (Residual)","M17",2022-02-02
114,"CDC version of causeid 95 (Residual)","M18",2022-02-02
114,"CDC version of causeid 95 (Residual)","M19",2022-02-02
114,"CDC version of causeid 95 (Residual)","M20",2022-02-02
114,"CDC version of causeid 95 (Residual)","M21",2022-02-02
114,"CDC version of causeid 95 (Residual)","M22",2022-02-02
114,"CDC version of causeid 95 (Residual)","M23",2022-02-02
114,"CDC version of causeid 95 (Residual)","M24",2022-02-02
114,"CDC version of causeid 95 (Residual)","M25",2022-02-02
114,"CDC version of causeid 95 (Residual)","M26",2022-02-02
114,"CDC version of causeid 95 (Residual)","M27",2022-02-02
114,"CDC version of causeid 95 (Residual)","M28",2022-02-02
114,"CDC version of causeid 95 (Residual)","M29",2022-02-02
114,"CDC version of causeid 95 (Residual)","M30",2022-02-02
114,"CDC version of causeid 95 (Residual)","M31",2022-02-02
114,"CDC version of causeid 95 (Residual)","M32",2022-02-02
114,"CDC version of causeid 95 (Residual)","M33",2022-02-02
114,"CDC version of causeid 95 (Residual)","M34",2022-02-02
114,"CDC version of causeid 95 (Residual)","M35",2022-02-02
114,"CDC version of causeid 95 (Residual)","M36",2022-02-02
114,"CDC version of causeid 95 (Residual)","M37",2022-02-02
114,"CDC version of causeid 95 (Residual)","M38",2022-02-02
114,"CDC version of causeid 95 (Residual)","M39",2022-02-02
114,"CDC version of causeid 95 (Residual)","M40",2022-02-02
114,"CDC version of causeid 95 (Residual)","M41",2022-02-02
114,"CDC version of causeid 95 (Residual)","M42",2022-02-02
114,"CDC version of causeid 95 (Residual)","M43",2022-02-02
114,"CDC version of causeid 95 (Residual)","M44",2022-02-02
114,"CDC version of causeid 95 (Residual)","M45",2022-02-02
114,"CDC version of causeid 95 (Residual)","M46",2022-02-02
114,"CDC version of causeid 95 (Residual)","M47",2022-02-02
114,"CDC version of causeid 95 (Residual)","M48",2022-02-02
114,"CDC version of causeid 95 (Residual)","M49",2022-02-02
114,"CDC version of causeid 95 (Residual)","M50",2022-02-02
114,"CDC version of causeid 95 (Residual)","M51",2022-02-02
114,"CDC version of causeid 95 (Residual)","M52",2022-02-02
114,"CDC version of causeid 95 (Residual)","M53",2022-02-02
114,"CDC version of causeid 95 (Residual)","M54",2022-02-02
114,"CDC version of causeid 95 (Residual)","M55",2022-02-02
114,"CDC version of causeid 95 (Residual)","M56",2022-02-02
114,"CDC version of causeid 95 (Residual)","M57",2022-02-02
114,"CDC version of causeid 95 (Residual)","M58",2022-02-02
114,"CDC version of causeid 95 (Residual)","M59",2022-02-02
114,"CDC version of causeid 95 (Residual)","M60",2022-02-02
114,"CDC version of causeid 95 (Residual)","M61",2022-02-02
114,"CDC version of causeid 95 (Residual)","M62",2022-02-02
114,"CDC version of causeid 95 (Residual)","M63",2022-02-02
114,"CDC version of causeid 95 (Residual)","M64",2022-02-02
114,"CDC version of causeid 95 (Residual)","M65",2022-02-02
114,"CDC version of causeid 95 (Residual)","M66",2022-02-02
114,"CDC version of causeid 95 (Residual)","M67",2022-02-02
114,"CDC version of causeid 95 (Residual)","M68",2022-02-02
114,"CDC version of causeid 95 (Residual)","M69",2022-02-02
114,"CDC version of causeid 95 (Residual)","M70",2022-02-02
114,"CDC version of causeid 95 (Residual)","M71",2022-02-02
114,"CDC version of causeid 95 (Residual)","M72",2022-02-02
114,"CDC version of causeid 95 (Residual)","M73",2022-02-02
114,"CDC version of causeid 95 (Residual)","M74",2022-02-02
114,"CDC version of causeid 95 (Residual)","M75",2022-02-02
114,"CDC version of causeid 95 (Residual)","M76",2022-02-02
114,"CDC version of causeid 95 (Residual)","M77",2022-02-02
114,"CDC version of causeid 95 (Residual)","M78",2022-02-02
114,"CDC version of causeid 95 (Residual)","M79",2022-02-02
114,"CDC version of causeid 95 (Residual)","M80",2022-02-02
114,"CDC version of causeid 95 (Residual)","M81",2022-02-02
114,"CDC version of causeid 95 (Residual)","M82",2022-02-02
114,"CDC version of causeid 95 (Residual)","M83",2022-02-02
114,"CDC version of causeid 95 (Residual)","M84",2022-02-02
114,"CDC version of causeid 95 (Residual)","M85",2022-02-02
114,"CDC version of causeid 95 (Residual)","M86",2022-02-02
114,"CDC version of causeid 95 (Residual)","M87",2022-02-02
114,"CDC version of causeid 95 (Residual)","M88",2022-02-02
114,"CDC version of causeid 95 (Residual)","M89",2022-02-02
114,"CDC version of causeid 95 (Residual)","M90",2022-02-02
114,"CDC version of causeid 95 (Residual)","M91",2022-02-02
114,"CDC version of causeid 95 (Residual)","M92",2022-02-02
114,"CDC version of causeid 95 (Residual)","M93",2022-02-02
114,"CDC version of causeid 95 (Residual)","M94",2022-02-02
114,"CDC version of causeid 95 (Residual)","M95",2022-02-02
114,"CDC version of causeid 95 (Residual)","M96",2022-02-02
114,"CDC version of causeid 95 (Residual)","M97",2022-02-02
114,"CDC version of causeid 95 (Residual)","M98",2022-02-02
114,"CDC version of causeid 95 (Residual)","M99",2022-02-02
114,"CDC version of causeid 95 (Residual)","N04",2022-02-02
114,"CDC version of causeid 95 (Residual)","N05",2022-02-02
114,"CDC version of causeid 95 (Residual)","N06",2022-02-02
114,"CDC version of causeid 95 (Residual)","N07",2022-02-02
114,"CDC version of causeid 95 (Residual)","N08",2022-02-02
114,"CDC version of causeid 95 (Residual)","N09",2022-02-02
114,"CDC version of causeid 95 (Residual)","N10",2022-02-02
114,"CDC version of causeid 95 (Residual)","N11",2022-02-02
114,"CDC version of causeid 95 (Residual)","N12",2022-02-02
114,"CDC version of causeid 95 (Residual)","N13",2022-02-02
114,"CDC version of causeid 95 (Residual)","N130",2022-02-02
114,"CDC version of causeid 95 (Residual)","N131",2022-02-02
114,"CDC version of causeid 95 (Residual)","N132",2022-02-02
114,"CDC version of causeid 95 (Residual)","N133",2022-02-02
114,"CDC version of causeid 95 (Residual)","N134",2022-02-02
114,"CDC version of causeid 95 (Residual)","N135",2022-02-02
114,"CDC version of causeid 95 (Residual)","N137",2022-02-02
114,"CDC version of causeid 95 (Residual)","N138",2022-02-02
114,"CDC version of causeid 95 (Residual)","N139",2022-02-02
114,"CDC version of causeid 95 (Residual)","N14",2022-02-02
114,"CDC version of causeid 95 (Residual)","N14",2022-02-02
114,"CDC version of causeid 95 (Residual)","N15",2022-02-02
114,"CDC version of causeid 95 (Residual)","N150",2022-02-02
114,"CDC version of causeid 95 (Residual)","N158",2022-02-02
114,"CDC version of causeid 95 (Residual)","N159",2022-02-02
114,"CDC version of causeid 95 (Residual)","N16",2022-02-02
114,"CDC version of causeid 95 (Residual)","N17",2022-02-02
114,"CDC version of causeid 95 (Residual)","N18",2022-02-02
114,"CDC version of causeid 95 (Residual)","N19",2022-02-02
114,"CDC version of causeid 95 (Residual)","N20",2022-02-02
114,"CDC version of causeid 95 (Residual)","N20",2022-02-02
114,"CDC version of causeid 95 (Residual)","N21",2022-02-02
114,"CDC version of causeid 95 (Residual)","N21",2022-02-02
114,"CDC version of causeid 95 (Residual)","N22",2022-02-02
114,"CDC version of causeid 95 (Residual)","N22",2022-02-02
114,"CDC version of causeid 95 (Residual)","N23",2022-02-02
114,"CDC version of causeid 95 (Residual)","N23",2022-02-02
114,"CDC version of causeid 95 (Residual)","N24",2022-02-02
114,"CDC version of causeid 95 (Residual)","N25",2022-02-02
114,"CDC version of causeid 95 (Residual)","N26",2022-02-02
114,"CDC version of causeid 95 (Residual)","N27",2022-02-02
114,"CDC version of causeid 95 (Residual)","N28",2022-02-02
114,"CDC version of causeid 95 (Residual)","N28",2022-02-02
114,"CDC version of causeid 95 (Residual)","N29",2022-02-02
114,"CDC version of causeid 95 (Residual)","N29",2022-02-02
114,"CDC version of causeid 95 (Residual)","N30",2022-02-02
114,"CDC version of causeid 95 (Residual)","N30",2022-02-02
114,"CDC version of causeid 95 (Residual)","N31",2022-02-02
114,"CDC version of causeid 95 (Residual)","N31",2022-02-02
114,"CDC version of causeid 95 (Residual)","N32",2022-02-02
114,"CDC version of causeid 95 (Residual)","N32",2022-02-02
114,"CDC version of causeid 95 (Residual)","N33",2022-02-02
114,"CDC version of causeid 95 (Residual)","N33",2022-02-02
114,"CDC version of causeid 95 (Residual)","N34",2022-02-02
114,"CDC version of causeid 95 (Residual)","N34",2022-02-02
114,"CDC version of causeid 95 (Residual)","N35",2022-02-02
114,"CDC version of causeid 95 (Residual)","N35",2022-02-02
