"group","code","major","minor","broad","detailed","title","major.title","minor.title","broad.title","detailed.title","notes","uploaded"
"Broad","51-8090","51-0000","51-8000","51-8090",NA,"Miscellaneous Plant and System Operators","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators",NA,NA,2022-02-02
"Detailed","51-8091","51-0000","51-8000","51-8090","51-8091","Chemical Plant and System Operators","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Chemical Plant and System Operators",NA,2022-02-02
"Detailed","51-8092","51-0000","51-8000","51-8090","51-8092","Gas Plant Operators","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Gas Plant Operators",NA,2022-02-02
"Detailed","51-8093","51-0000","51-8000","51-8090","51-8093","Petroleum Pump System Operators, Refinery Operators, and Gaugers","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Petroleum Pump System Operators, Refinery Operators, and Gaugers",NA,2022-02-02
"Detailed","51-8099","51-0000","51-8000","51-8090","51-8099","Plant and System Operators, All Other","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Plant and System Operators, All Other",NA,2022-02-02
"Minor","51-9000","51-0000","51-9000",NA,NA,"Other Production Occupations","Production Occupations","Other Production Occupations",NA,NA,NA,2022-02-02
"Broad","51-9010","51-0000","51-9000","51-9010",NA,"Chemical Processing Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders",NA,NA,2022-02-02
"Detailed","51-9011","51-0000","51-9000","51-9010","51-9011","Chemical Equipment Operators and Tenders","Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders","Chemical Equipment Operators and Tenders",NA,2022-02-02
"Detailed","51-9012","51-0000","51-9000","51-9010","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",NA,2022-02-02
"Broad","51-9020","51-0000","51-9000","51-9020",NA,"Crushing, Grinding, Polishing, Mixing, and Blending Workers","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers",NA,NA,2022-02-02
"Detailed","51-9021","51-0000","51-9000","51-9020","51-9021","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",NA,2022-02-02
"Detailed","51-9022","51-0000","51-9000","51-9020","51-9022","Grinding and Polishing Workers, Hand","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Grinding and Polishing Workers, Hand",NA,2022-02-02
"Detailed","51-9023","51-0000","51-9000","51-9020","51-9023","Mixing and Blending Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Mixing and Blending Machine Setters, Operators, and Tenders",NA,2022-02-02
"Broad","51-9030","51-0000","51-9000","51-9030",NA,"Cutting Workers","Production Occupations","Other Production Occupations","Cutting Workers",NA,NA,2022-02-02
"Detailed","51-9031","51-0000","51-9000","51-9030","51-9031","Cutters and Trimmers, Hand","Production Occupations","Other Production Occupations","Cutting Workers","Cutters and Trimmers, Hand",NA,2022-02-02
"Detailed","51-9032","51-0000","51-9000","51-9030","51-9032","Cutting and Slicing Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Cutting Workers","Cutting and Slicing Machine Setters, Operators, and Tenders",NA,2022-02-02
"Broad","51-9040","51-0000","51-9000","51-9040",NA,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",NA,NA,2022-02-02
"Detailed","51-9041","51-0000","51-9000","51-9040","51-9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",NA,2022-02-02
"Broad","51-9050","51-0000","51-9000","51-9050",NA,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Production Occupations","Other Production Occupations","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",NA,NA,2022-02-02
"Detailed","51-9051","51-0000","51-9000","51-9050","51-9051","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Production Occupations","Other Production Occupations","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",NA,2022-02-02
"Broad","51-9060","51-0000","51-9000","51-9060",NA,"Inspectors, Testers, Sorters, Samplers, and Weighers","Production Occupations","Other Production Occupations","Inspectors, Testers, Sorters, Samplers, and Weighers",NA,NA,2022-02-02
"Detailed","51-9061","51-0000","51-9000","51-9060","51-9061","Inspectors, Testers, Sorters, Samplers, and Weighers","Production Occupations","Other Production Occupations","Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",NA,2022-02-02
"Broad","51-9070","51-0000","51-9000","51-9070",NA,"Jewelers and Precious Stone and Metal Workers","Production Occupations","Other Production Occupations","Jewelers and Precious Stone and Metal Workers",NA,NA,2022-02-02
"Detailed","51-9071","51-0000","51-9000","51-9070","51-9071","Jewelers and Precious Stone and Metal Workers","Production Occupations","Other Production Occupations","Jewelers and Precious Stone and Metal Workers","Jewelers and Precious Stone and Metal Workers",NA,2022-02-02
"Broad","51-9080","51-0000","51-9000","51-9080",NA,"Medical, Dental, and Ophthalmic Laboratory Technicians","Production Occupations","Other Production Occupations","Medical, Dental, and Ophthalmic Laboratory Technicians",NA,NA,2022-02-02
"Detailed","51-9081","51-0000","51-9000","51-9080","51-9081","Dental Laboratory Technicians","Production Occupations","Other Production Occupations","Medical, Dental, and Ophthalmic Laboratory Technicians","Dental Laboratory Technicians",NA,2022-02-02
"Detailed","51-9082","51-0000","51-9000","51-9080","51-9082","Medical Appliance Technicians","Production Occupations","Other Production Occupations","Medical, Dental, and Ophthalmic Laboratory Technicians","Medical Appliance Technicians",NA,2022-02-02
"Detailed","51-9083","51-0000","51-9000","51-9080","51-9083","Ophthalmic Laboratory Technicians","Production Occupations","Other Production Occupations","Medical, Dental, and Ophthalmic Laboratory Technicians","Ophthalmic Laboratory Technicians",NA,2022-02-02
"Broad","51-9110","51-0000","51-9000","51-9110",NA,"Packaging and Filling Machine Operators and Tenders","Production Occupations","Other Production Occupations","Packaging and Filling Machine Operators and Tenders",NA,NA,2022-02-02
"Detailed","51-9111","51-0000","51-9000","51-9110","51-9111","Packaging and Filling Machine Operators and Tenders","Production Occupations","Other Production Occupations","Packaging and Filling Machine Operators and Tenders","Packaging and Filling Machine Operators and Tenders",NA,2022-02-02
"Broad","51-9120","51-0000","51-9000","51-9120",NA,"Painting Workers","Production Occupations","Other Production Occupations","Painting Workers",NA,NA,2022-02-02
"Detailed","51-9121","51-0000","51-9000","51-9120","51-9121","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Painting Workers","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",NA,2022-02-02
"Detailed","51-9122","51-0000","51-9000","51-9120","51-9122","Painters, Transportation Equipment","Production Occupations","Other Production Occupations","Painting Workers","Painters, Transportation Equipment",NA,2022-02-02
"Detailed","51-9123","51-0000","51-9000","51-9120","51-9123","Painting, Coating, and Decorating Workers","Production Occupations","Other Production Occupations","Painting Workers","Painting, Coating, and Decorating Workers",NA,2022-02-02
"Broad","51-9140","51-0000","51-9000","51-9140",NA,"Semiconductor Processors","Production Occupations","Other Production Occupations","Semiconductor Processors",NA,NA,2022-02-02
"Detailed","51-9141","51-0000","51-9000","51-9140","51-9141","Semiconductor Processors","Production Occupations","Other Production Occupations","Semiconductor Processors","Semiconductor Processors",NA,2022-02-02
"Broad","51-9150","51-0000","51-9000","51-9150",NA,"Photographic Process Workers and Processing Machine Operators","Production Occupations","Other Production Occupations","Photographic Process Workers and Processing Machine Operators",NA,NA,2022-02-02
"Detailed","51-9151","51-0000","51-9000","51-9150","51-9151","Photographic Process Workers and Processing Machine Operators","Production Occupations","Other Production Occupations","Photographic Process Workers and Processing Machine Operators","Photographic Process Workers and Processing Machine Operators",NA,2022-02-02
"Broad","51-9190","51-0000","51-9000","51-9190",NA,"Miscellaneous Production Workers","Production Occupations","Other Production Occupations","Miscellaneous Production Workers",NA,NA,2022-02-02
"Detailed","51-9191","51-0000","51-9000","51-9190","51-9191","Adhesive Bonding Machine Operators and Tenders","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Adhesive Bonding Machine Operators and Tenders",NA,2022-02-02
"Detailed","51-9192","51-0000","51-9000","51-9190","51-9192","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",NA,2022-02-02
"Detailed","51-9193","51-0000","51-9000","51-9190","51-9193","Cooling and Freezing Equipment Operators and Tenders","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Cooling and Freezing Equipment Operators and Tenders",NA,2022-02-02
"Detailed","51-9194","51-0000","51-9000","51-9190","51-9194","Etchers and Engravers","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Etchers and Engravers",NA,2022-02-02
"Detailed","51-9195","51-0000","51-9000","51-9190","51-9195","Molders, Shapers, and Casters, Except Metal and Plastic","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Molders, Shapers, and Casters, Except Metal and Plastic",NA,2022-02-02
"Detailed","51-9196","51-0000","51-9000","51-9190","51-9196","Paper Goods Machine Setters, Operators, and Tenders","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Paper Goods Machine Setters, Operators, and Tenders",NA,2022-02-02
"Detailed","51-9197","51-0000","51-9000","51-9190","51-9197","Tire Builders","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Tire Builders",NA,2022-02-02
"Detailed","51-9198","51-0000","51-9000","51-9190","51-9198","Helpers--Production Workers","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Helpers--Production Workers",NA,2022-02-02
"Detailed","51-9199","51-0000","51-9000","51-9190","51-9199","Production Workers, All Other","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Production Workers, All Other",NA,2022-02-02
"Major","53-0000","53-0000",NA,NA,NA,"Transportation and Material Moving Occupations","Transportation and Material Moving Occupations",NA,NA,NA,NA,2022-02-02
"Minor","53-1000","53-0000","53-1000",NA,NA,"Supervisors of Transportation and Material Moving Workers","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers",NA,NA,NA,2022-02-02
"Broad","53-1010","53-0000","53-1000","53-1010",NA,"Aircraft Cargo Handling Supervisors","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","Aircraft Cargo Handling Supervisors",NA,NA,2022-02-02
"Detailed","53-1011","53-0000","53-1000","53-1010","53-1011","Aircraft Cargo Handling Supervisors","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","Aircraft Cargo Handling Supervisors","Aircraft Cargo Handling Supervisors",NA,2022-02-02
"Broad","53-1020","53-0000","53-1000","53-1020",NA,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",NA,NA,2022-02-02
"Detailed","53-1021","53-0000","53-1000","53-1020","53-1021","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",NA,2022-02-02
"Broad","53-1030","53-0000","53-1000","53-1030",NA,"First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","Transportation and Material Moving Occupations","Supervisors of Transportation and Material Moving Workers","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",NA,NA,2022-02-02
