"group","code","major","minor","broad","detailed","title","major.title","minor.title","broad.title","detailed.title","uploaded"
"Broad","53-6040","53-0000","53-6000","53-6040",NA,"Traffic Technicians","Transportation and Material Moving Occupations","Other Transportation Workers","Traffic Technicians",NA,2022-02-02
"Detailed","53-6041","53-0000","53-6000","53-6040","53-6041","Traffic Technicians","Transportation and Material Moving Occupations","Other Transportation Workers","Traffic Technicians","Traffic Technicians",2022-02-02
"Broad","53-6050","53-0000","53-6000","53-6050",NA,"Transportation Inspectors","Transportation and Material Moving Occupations","Other Transportation Workers","Transportation Inspectors",NA,2022-02-02
"Detailed","53-6051","53-0000","53-6000","53-6050","53-6051","Transportation Inspectors","Transportation and Material Moving Occupations","Other Transportation Workers","Transportation Inspectors","Transportation Inspectors",2022-02-02
"Broad","53-6060","53-0000","53-6000","53-6060",NA,"Passenger Attendants","Transportation and Material Moving Occupations","Other Transportation Workers","Passenger Attendants",NA,2022-02-02
"Detailed","53-6061","53-0000","53-6000","53-6060","53-6061","Passenger Attendants","Transportation and Material Moving Occupations","Other Transportation Workers","Passenger Attendants","Passenger Attendants",2022-02-02
"Broad","53-6090","53-0000","53-6000","53-6090",NA,"Miscellaneous Transportation Workers","Transportation and Material Moving Occupations","Other Transportation Workers","Miscellaneous Transportation Workers",NA,2022-02-02
"Detailed","53-6099","53-0000","53-6000","53-6090","53-6099","Transportation Workers, All Other","Transportation and Material Moving Occupations","Other Transportation Workers","Miscellaneous Transportation Workers","Transportation Workers, All Other",2022-02-02
"Minor","53-7000","53-0000","53-7000",NA,NA,"Material Moving Workers","Transportation and Material Moving Occupations","Material Moving Workers",NA,NA,2022-02-02
"Broad","53-7010","53-0000","53-7000","53-7010",NA,"Conveyor Operators and Tenders","Transportation and Material Moving Occupations","Material Moving Workers","Conveyor Operators and Tenders",NA,2022-02-02
"Detailed","53-7011","53-0000","53-7000","53-7010","53-7011","Conveyor Operators and Tenders","Transportation and Material Moving Occupations","Material Moving Workers","Conveyor Operators and Tenders","Conveyor Operators and Tenders",2022-02-02
"Broad","53-7020","53-0000","53-7000","53-7020",NA,"Crane and Tower Operators","Transportation and Material Moving Occupations","Material Moving Workers","Crane and Tower Operators",NA,2022-02-02
"Detailed","53-7021","53-0000","53-7000","53-7020","53-7021","Crane and Tower Operators","Transportation and Material Moving Occupations","Material Moving Workers","Crane and Tower Operators","Crane and Tower Operators",2022-02-02
"Broad","53-7030","53-0000","53-7000","53-7030",NA,"Dredge Operators","Transportation and Material Moving Occupations","Material Moving Workers","Dredge Operators",NA,2022-02-02
"Detailed","53-7031","53-0000","53-7000","53-7030","53-7031","Dredge Operators","Transportation and Material Moving Occupations","Material Moving Workers","Dredge Operators","Dredge Operators",2022-02-02
"Broad","53-7040","53-0000","53-7000","53-7040",NA,"Hoist and Winch Operators","Transportation and Material Moving Occupations","Material Moving Workers","Hoist and Winch Operators",NA,2022-02-02
"Detailed","53-7041","53-0000","53-7000","53-7040","53-7041","Hoist and Winch Operators","Transportation and Material Moving Occupations","Material Moving Workers","Hoist and Winch Operators","Hoist and Winch Operators",2022-02-02
"Broad","53-7050","53-0000","53-7000","53-7050",NA,"Industrial Truck and Tractor Operators","Transportation and Material Moving Occupations","Material Moving Workers","Industrial Truck and Tractor Operators",NA,2022-02-02
"Detailed","53-7051","53-0000","53-7000","53-7050","53-7051","Industrial Truck and Tractor Operators","Transportation and Material Moving Occupations","Material Moving Workers","Industrial Truck and Tractor Operators","Industrial Truck and Tractor Operators",2022-02-02
"Broad","53-7060","53-0000","53-7000","53-7060",NA,"Laborers and Material Movers","Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers",NA,2022-02-02
"Detailed","53-7061","53-0000","53-7000","53-7060","53-7061","Cleaners of Vehicles and Equipment","Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers","Cleaners of Vehicles and Equipment",2022-02-02
"Detailed","53-7062","53-0000","53-7000","53-7060","53-7062","Laborers and Freight, Stock, and Material Movers, Hand","Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers","Laborers and Freight, Stock, and Material Movers, Hand",2022-02-02
"Detailed","53-7063","53-0000","53-7000","53-7060","53-7063","Machine Feeders and Offbearers","Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers","Machine Feeders and Offbearers",2022-02-02
"Detailed","53-7064","53-0000","53-7000","53-7060","53-7064","Packers and Packagers, Hand","Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers","Packers and Packagers, Hand",2022-02-02
"Detailed","53-7065","53-0000","53-7000","53-7060","53-7065","Stockers and Order Fillers","Transportation and Material Moving Occupations","Material Moving Workers","Laborers and Material Movers","Stockers and Order Fillers",2022-02-02
"Broad","53-7070","53-0000","53-7000","53-7070",NA,"Pumping Station Operators","Transportation and Material Moving Occupations","Material Moving Workers","Pumping Station Operators",NA,2022-02-02
"Detailed","53-7071","53-0000","53-7000","53-7070","53-7071","Gas Compressor and Gas Pumping Station Operators","Transportation and Material Moving Occupations","Material Moving Workers","Pumping Station Operators","Gas Compressor and Gas Pumping Station Operators",2022-02-02
"Detailed","53-7072","53-0000","53-7000","53-7070","53-7072","Pump Operators, Except Wellhead Pumpers","Transportation and Material Moving Occupations","Material Moving Workers","Pumping Station Operators","Pump Operators, Except Wellhead Pumpers",2022-02-02
"Detailed","53-7073","53-0000","53-7000","53-7070","53-7073","Wellhead Pumpers","Transportation and Material Moving Occupations","Material Moving Workers","Pumping Station Operators","Wellhead Pumpers",2022-02-02
"Broad","53-7080","53-0000","53-7000","53-7080",NA,"Refuse and Recyclable Material Collectors","Transportation and Material Moving Occupations","Material Moving Workers","Refuse and Recyclable Material Collectors",NA,2022-02-02
"Detailed","53-7081","53-0000","53-7000","53-7080","53-7081","Refuse and Recyclable Material Collectors","Transportation and Material Moving Occupations","Material Moving Workers","Refuse and Recyclable Material Collectors","Refuse and Recyclable Material Collectors",2022-02-02
"Broad","53-7120","53-0000","53-7000","53-7120",NA,"Tank Car, Truck, and Ship Loaders","Transportation and Material Moving Occupations","Material Moving Workers","Tank Car, Truck, and Ship Loaders",NA,2022-02-02
"Detailed","53-7121","53-0000","53-7000","53-7120","53-7121","Tank Car, Truck, and Ship Loaders","Transportation and Material Moving Occupations","Material Moving Workers","Tank Car, Truck, and Ship Loaders","Tank Car, Truck, and Ship Loaders",2022-02-02
"Broad","53-7190","53-0000","53-7000","53-7190",NA,"Miscellaneous Material Moving Workers","Transportation and Material Moving Occupations","Material Moving Workers","Miscellaneous Material Moving Workers",NA,2022-02-02
"Detailed","53-7199","53-0000","53-7000","53-7190","53-7199","Material Moving Workers, All Other","Transportation and Material Moving Occupations","Material Moving Workers","Miscellaneous Material Moving Workers","Material Moving Workers, All Other",2022-02-02
"Major","55-0000","55-0000",NA,NA,NA,"Military Specific Occupations","Military Specific Occupations",NA,NA,NA,2022-02-02
"Minor","55-1000","55-0000","55-1000",NA,NA,"Military Officer Special and Tactical Operations Leaders","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders",NA,NA,2022-02-02
"Broad","55-1010","55-0000","55-1000","55-1010",NA,"Military Officer Special and Tactical Operations Leaders","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders",NA,2022-02-02
"Detailed","55-1011","55-0000","55-1000","55-1010","55-1011","Air Crew Officers","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Air Crew Officers",2022-02-02
"Detailed","55-1012","55-0000","55-1000","55-1010","55-1012","Aircraft Launch and Recovery Officers","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Aircraft Launch and Recovery Officers",2022-02-02
"Detailed","55-1013","55-0000","55-1000","55-1010","55-1013","Armored Assault Vehicle Officers","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Armored Assault Vehicle Officers",2022-02-02
"Detailed","55-1014","55-0000","55-1000","55-1010","55-1014","Artillery and Missile Officers","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Artillery and Missile Officers",2022-02-02
"Detailed","55-1015","55-0000","55-1000","55-1010","55-1015","Command and Control Center Officers","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Command and Control Center Officers",2022-02-02
"Detailed","55-1016","55-0000","55-1000","55-1010","55-1016","Infantry Officers","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Infantry Officers",2022-02-02
"Detailed","55-1017","55-0000","55-1000","55-1010","55-1017","Special Forces Officers","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Special Forces Officers",2022-02-02
"Detailed","55-1019","55-0000","55-1000","55-1010","55-1019","Military Officer Special and Tactical Operations Leaders, All Other","Military Specific Occupations","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders","Military Officer Special and Tactical Operations Leaders, All Other",2022-02-02
"Minor","55-2000","55-0000","55-2000",NA,NA,"First-Line Enlisted Military Supervisors","Military Specific Occupations","First-Line Enlisted Military Supervisors",NA,NA,2022-02-02
"Broad","55-2010","55-0000","55-2000","55-2010",NA,"First-Line Enlisted Military Supervisors","Military Specific Occupations","First-Line Enlisted Military Supervisors","First-Line Enlisted Military Supervisors",NA,2022-02-02
"Detailed","55-2011","55-0000","55-2000","55-2010","55-2011","First-Line Supervisors of Air Crew Members","Military Specific Occupations","First-Line Enlisted Military Supervisors","First-Line Enlisted Military Supervisors","First-Line Supervisors of Air Crew Members",2022-02-02
"Detailed","55-2012","55-0000","55-2000","55-2010","55-2012","First-Line Supervisors of Weapons Specialists/Crew Members","Military Specific Occupations","First-Line Enlisted Military Supervisors","First-Line Enlisted Military Supervisors","First-Line Supervisors of Weapons Specialists/Crew Members",2022-02-02
"Detailed","55-2013","55-0000","55-2000","55-2010","55-2013","First-Line Supervisors of All Other Tactical Operations Specialists","Military Specific Occupations","First-Line Enlisted Military Supervisors","First-Line Enlisted Military Supervisors","First-Line Supervisors of All Other Tactical Operations Specialists",2022-02-02
"Minor","55-3000","55-0000","55-3000",NA,NA,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members","Military Specific Occupations","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members",NA,NA,2022-02-02
